,date,day,month,year,new_cases,deaths,country,geoId,countryterritoryCode,popData2018,cases_cumulative
0,2020-03-31,31,3,2020,27,0,Afghanistan,AF,AFG,37172386.0,141
1,2020-03-30,30,3,2020,8,1,Afghanistan,AF,AFG,37172386.0,114
2,2020-03-29,29,3,2020,15,1,Afghanistan,AF,AFG,37172386.0,106
3,2020-03-28,28,3,2020,16,1,Afghanistan,AF,AFG,37172386.0,91
4,2020-03-27,27,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,75
5,2020-03-26,26,3,2020,33,0,Afghanistan,AF,AFG,37172386.0,75
6,2020-03-25,25,3,2020,2,0,Afghanistan,AF,AFG,37172386.0,42
7,2020-03-24,24,3,2020,6,1,Afghanistan,AF,AFG,37172386.0,40
8,2020-03-23,23,3,2020,10,0,Afghanistan,AF,AFG,37172386.0,34
9,2020-03-22,22,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,24
10,2020-03-21,21,3,2020,2,0,Afghanistan,AF,AFG,37172386.0,24
11,2020-03-20,20,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,22
12,2020-03-19,19,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,22
13,2020-03-18,18,3,2020,1,0,Afghanistan,AF,AFG,37172386.0,22
14,2020-03-17,17,3,2020,5,0,Afghanistan,AF,AFG,37172386.0,21
15,2020-03-16,16,3,2020,6,0,Afghanistan,AF,AFG,37172386.0,16
16,2020-03-15,15,3,2020,3,0,Afghanistan,AF,AFG,37172386.0,10
17,2020-03-11,11,3,2020,3,0,Afghanistan,AF,AFG,37172386.0,7
18,2020-03-08,8,3,2020,3,0,Afghanistan,AF,AFG,37172386.0,4
19,2020-03-02,2,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,1
20,2020-03-01,1,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,1
21,2020-02-29,29,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,1
22,2020-02-28,28,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,1
23,2020-02-27,27,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,1
24,2020-02-26,26,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,1
25,2020-02-25,25,2,2020,1,0,Afghanistan,AF,AFG,37172386.0,1
26,2020-02-24,24,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
27,2020-02-23,23,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
28,2020-02-22,22,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
29,2020-02-21,21,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
30,2020-02-20,20,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
31,2020-02-19,19,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
32,2020-02-18,18,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
33,2020-02-17,17,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
34,2020-02-16,16,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
35,2020-02-15,15,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
36,2020-02-14,14,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
37,2020-02-13,13,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
38,2020-02-12,12,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
39,2020-02-11,11,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
40,2020-02-10,10,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
41,2020-02-09,9,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
42,2020-02-08,8,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
43,2020-02-07,7,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
44,2020-02-06,6,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
45,2020-02-05,5,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
46,2020-02-04,4,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
47,2020-02-03,3,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
48,2020-02-02,2,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
49,2020-02-01,1,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
50,2020-01-31,31,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
51,2020-01-30,30,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
52,2020-01-29,29,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
53,2020-01-28,28,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
54,2020-01-27,27,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
55,2020-01-26,26,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
56,2020-01-25,25,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
57,2020-01-24,24,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
58,2020-01-23,23,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
59,2020-01-22,22,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
60,2020-01-21,21,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
61,2020-01-20,20,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
62,2020-01-19,19,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
63,2020-01-18,18,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
64,2020-01-17,17,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
65,2020-01-16,16,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
66,2020-01-15,15,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
67,2020-01-14,14,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
68,2020-01-13,13,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
69,2020-01-12,12,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
70,2020-01-11,11,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
71,2020-01-10,10,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
72,2020-01-09,9,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
73,2020-01-08,8,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
74,2020-01-07,7,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
75,2020-01-06,6,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
76,2020-01-05,5,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
77,2020-01-04,4,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
78,2020-01-03,3,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
79,2020-01-02,2,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
80,2020-01-01,1,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,0
81,2019-12-31,31,12,2019,0,0,Afghanistan,AF,AFG,37172386.0,0
92,2020-03-31,31,3,2020,11,2,Albania,AL,ALB,2866376.0,223
93,2020-03-30,30,3,2020,15,0,Albania,AL,ALB,2866376.0,212
94,2020-03-29,29,3,2020,11,1,Albania,AL,ALB,2866376.0,197
95,2020-03-28,28,3,2020,12,3,Albania,AL,ALB,2866376.0,186
96,2020-03-27,27,3,2020,28,1,Albania,AL,ALB,2866376.0,174
97,2020-03-26,26,3,2020,23,0,Albania,AL,ALB,2866376.0,146
98,2020-03-25,25,3,2020,23,1,Albania,AL,ALB,2866376.0,123
99,2020-03-24,24,3,2020,11,2,Albania,AL,ALB,2866376.0,100
100,2020-03-23,23,3,2020,13,0,Albania,AL,ALB,2866376.0,89
101,2020-03-22,22,3,2020,6,0,Albania,AL,ALB,2866376.0,76
102,2020-03-21,21,3,2020,0,0,Albania,AL,ALB,2866376.0,70
103,2020-03-20,20,3,2020,11,0,Albania,AL,ALB,2866376.0,70
104,2020-03-19,19,3,2020,4,1,Albania,AL,ALB,2866376.0,59
105,2020-03-18,18,3,2020,4,0,Albania,AL,ALB,2866376.0,55
106,2020-03-17,17,3,2020,9,0,Albania,AL,ALB,2866376.0,51
107,2020-03-16,16,3,2020,4,0,Albania,AL,ALB,2866376.0,42
108,2020-03-15,15,3,2020,5,0,Albania,AL,ALB,2866376.0,38
109,2020-03-14,14,3,2020,10,0,Albania,AL,ALB,2866376.0,33
110,2020-03-13,13,3,2020,12,0,Albania,AL,ALB,2866376.0,23
111,2020-03-12,12,3,2020,1,1,Albania,AL,ALB,2866376.0,11
112,2020-03-11,11,3,2020,4,0,Albania,AL,ALB,2866376.0,10
113,2020-03-10,10,3,2020,4,0,Albania,AL,ALB,2866376.0,6
114,2020-03-09,9,3,2020,2,0,Albania,AL,ALB,2866376.0,2
133,2020-03-31,31,3,2020,57,2,Algeria,DZ,DZA,42228429.0,511
134,2020-03-30,30,3,2020,45,3,Algeria,DZ,DZA,42228429.0,454
135,2020-03-29,29,3,2020,104,5,Algeria,DZ,DZA,42228429.0,409
136,2020-03-28,28,3,2020,0,0,Algeria,DZ,DZA,42228429.0,305
137,2020-03-27,27,3,2020,41,4,Algeria,DZ,DZA,42228429.0,305
138,2020-03-26,26,3,2020,33,0,Algeria,DZ,DZA,42228429.0,264
139,2020-03-25,25,3,2020,42,0,Algeria,DZ,DZA,42228429.0,231
140,2020-03-24,24,3,2020,87,2,Algeria,DZ,DZA,42228429.0,189
141,2020-03-23,23,3,2020,8,5,Algeria,DZ,DZA,42228429.0,102
142,2020-03-22,22,3,2020,0,0,Algeria,DZ,DZA,42228429.0,94
143,2020-03-21,21,3,2020,12,3,Algeria,DZ,DZA,42228429.0,94
144,2020-03-20,20,3,2020,9,1,Algeria,DZ,DZA,42228429.0,82
145,2020-03-19,19,3,2020,13,1,Algeria,DZ,DZA,42228429.0,73
146,2020-03-18,18,3,2020,0,1,Algeria,DZ,DZA,42228429.0,60
147,2020-03-17,17,3,2020,12,0,Algeria,DZ,DZA,42228429.0,60
148,2020-03-16,16,3,2020,11,2,Algeria,DZ,DZA,42228429.0,48
149,2020-03-15,15,3,2020,11,0,Algeria,DZ,DZA,42228429.0,37
150,2020-03-14,14,3,2020,2,1,Algeria,DZ,DZA,42228429.0,26
151,2020-03-13,13,3,2020,4,1,Algeria,DZ,DZA,42228429.0,24
152,2020-03-12,12,3,2020,0,0,Algeria,DZ,DZA,42228429.0,20
153,2020-03-09,9,3,2020,3,0,Algeria,DZ,DZA,42228429.0,20
154,2020-03-06,6,3,2020,5,0,Algeria,DZ,DZA,42228429.0,17
155,2020-03-05,5,3,2020,7,0,Algeria,DZ,DZA,42228429.0,12
156,2020-03-04,4,3,2020,2,0,Algeria,DZ,DZA,42228429.0,5
157,2020-03-02,2,3,2020,2,0,Algeria,DZ,DZA,42228429.0,3
158,2020-03-01,1,3,2020,0,0,Algeria,DZ,DZA,42228429.0,1
159,2020-02-29,29,2,2020,0,0,Algeria,DZ,DZA,42228429.0,1
160,2020-02-28,28,2,2020,0,0,Algeria,DZ,DZA,42228429.0,1
161,2020-02-27,27,2,2020,0,0,Algeria,DZ,DZA,42228429.0,1
162,2020-02-26,26,2,2020,1,0,Algeria,DZ,DZA,42228429.0,1
163,2020-02-25,25,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
164,2020-02-24,24,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
165,2020-02-23,23,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
166,2020-02-22,22,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
167,2020-02-21,21,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
168,2020-02-20,20,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
169,2020-02-19,19,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
170,2020-02-18,18,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
171,2020-02-17,17,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
172,2020-02-16,16,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
173,2020-02-15,15,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
174,2020-02-14,14,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
175,2020-02-13,13,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
176,2020-02-12,12,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
177,2020-02-11,11,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
178,2020-02-10,10,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
179,2020-02-09,9,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
180,2020-02-08,8,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
181,2020-02-07,7,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
182,2020-02-06,6,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
183,2020-02-05,5,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
184,2020-02-04,4,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
185,2020-02-03,3,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
186,2020-02-02,2,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
187,2020-02-01,1,2,2020,0,0,Algeria,DZ,DZA,42228429.0,0
188,2020-01-31,31,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
189,2020-01-30,30,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
190,2020-01-29,29,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
191,2020-01-28,28,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
192,2020-01-27,27,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
193,2020-01-26,26,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
194,2020-01-25,25,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
195,2020-01-24,24,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
196,2020-01-23,23,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
197,2020-01-22,22,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
198,2020-01-21,21,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
199,2020-01-20,20,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
200,2020-01-19,19,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
201,2020-01-18,18,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
202,2020-01-17,17,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
203,2020-01-16,16,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
204,2020-01-15,15,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
205,2020-01-14,14,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
206,2020-01-13,13,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
207,2020-01-12,12,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
208,2020-01-11,11,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
209,2020-01-10,10,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
210,2020-01-09,9,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
211,2020-01-08,8,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
212,2020-01-07,7,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
213,2020-01-06,6,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
214,2020-01-05,5,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
215,2020-01-04,4,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
216,2020-01-03,3,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
217,2020-01-02,2,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
218,2020-01-01,1,1,2020,0,0,Algeria,DZ,DZA,42228429.0,0
219,2019-12-31,31,12,2019,0,0,Algeria,DZ,DZA,42228429.0,0
115,2020-03-31,31,3,2020,36,2,Andorra,AD,AND,77006.0,370
116,2020-03-30,30,3,2020,26,2,Andorra,AD,AND,77006.0,334
117,2020-03-29,29,3,2020,41,1,Andorra,AD,AND,77006.0,308
118,2020-03-28,28,3,2020,43,0,Andorra,AD,AND,77006.0,267
119,2020-03-27,27,3,2020,36,3,Andorra,AD,AND,77006.0,224
120,2020-03-26,26,3,2020,24,0,Andorra,AD,AND,77006.0,188
121,2020-03-25,25,3,2020,31,0,Andorra,AD,AND,77006.0,164
122,2020-03-24,24,3,2020,20,0,Andorra,AD,AND,77006.0,133
123,2020-03-23,23,3,2020,25,0,Andorra,AD,AND,77006.0,113
124,2020-03-22,22,3,2020,13,0,Andorra,AD,AND,77006.0,88
125,2020-03-21,21,3,2020,0,0,Andorra,AD,AND,77006.0,75
126,2020-03-20,20,3,2020,22,0,Andorra,AD,AND,77006.0,75
127,2020-03-19,19,3,2020,39,0,Andorra,AD,AND,77006.0,53
128,2020-03-18,18,3,2020,0,0,Andorra,AD,AND,77006.0,14
129,2020-03-17,17,3,2020,9,0,Andorra,AD,AND,77006.0,14
130,2020-03-16,16,3,2020,3,0,Andorra,AD,AND,77006.0,5
131,2020-03-14,14,3,2020,1,0,Andorra,AD,AND,77006.0,2
132,2020-03-03,3,3,2020,1,0,Andorra,AD,AND,77006.0,1
82,2020-03-31,31,3,2020,0,0,Angola,AO,AGO,30809762.0,7
83,2020-03-30,30,3,2020,3,2,Angola,AO,AGO,30809762.0,7
84,2020-03-29,29,3,2020,0,0,Angola,AO,AGO,30809762.0,4
85,2020-03-28,28,3,2020,1,0,Angola,AO,AGO,30809762.0,4
86,2020-03-27,27,3,2020,1,0,Angola,AO,AGO,30809762.0,3
87,2020-03-26,26,3,2020,0,0,Angola,AO,AGO,30809762.0,2
88,2020-03-25,25,3,2020,0,0,Angola,AO,AGO,30809762.0,2
89,2020-03-24,24,3,2020,0,0,Angola,AO,AGO,30809762.0,2
90,2020-03-23,23,3,2020,0,0,Angola,AO,AGO,30809762.0,2
91,2020-03-22,22,3,2020,2,0,Angola,AO,AGO,30809762.0,2
220,2020-03-31,31,3,2020,0,0,Anguilla,AI,,,2
221,2020-03-30,30,3,2020,0,0,Anguilla,AI,,,2
222,2020-03-29,29,3,2020,0,0,Anguilla,AI,,,2
223,2020-03-28,28,3,2020,0,0,Anguilla,AI,,,2
224,2020-03-27,27,3,2020,2,0,Anguilla,AI,,,2
225,2020-03-31,31,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0,7
226,2020-03-30,30,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0,7
227,2020-03-29,29,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0,7
228,2020-03-28,28,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0,7
229,2020-03-27,27,3,2020,4,0,Antigua_and_Barbuda,AG,ATG,96286.0,7
230,2020-03-26,26,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0,3
231,2020-03-25,25,3,2020,2,0,Antigua_and_Barbuda,AG,ATG,96286.0,3
232,2020-03-24,24,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0,1
233,2020-03-23,23,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0,1
234,2020-03-22,22,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0,1
235,2020-03-21,21,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286.0,1
236,2020-03-15,15,3,2020,1,0,Antigua_and_Barbuda,AG,ATG,96286.0,1
237,2020-03-31,31,3,2020,146,4,Argentina,AR,ARG,44494502.0,966
238,2020-03-30,30,3,2020,75,1,Argentina,AR,ARG,44494502.0,820
239,2020-03-29,29,3,2020,55,2,Argentina,AR,ARG,44494502.0,745
240,2020-03-28,28,3,2020,101,5,Argentina,AR,ARG,44494502.0,690
241,2020-03-27,27,3,2020,87,4,Argentina,AR,ARG,44494502.0,589
242,2020-03-26,26,3,2020,115,2,Argentina,AR,ARG,44494502.0,502
243,2020-03-25,25,3,2020,86,2,Argentina,AR,ARG,44494502.0,387
244,2020-03-24,24,3,2020,35,0,Argentina,AR,ARG,44494502.0,301
245,2020-03-23,23,3,2020,41,0,Argentina,AR,ARG,44494502.0,266
246,2020-03-22,22,3,2020,67,1,Argentina,AR,ARG,44494502.0,225
247,2020-03-21,21,3,2020,30,0,Argentina,AR,ARG,44494502.0,158
248,2020-03-20,20,3,2020,31,1,Argentina,AR,ARG,44494502.0,128
249,2020-03-19,19,3,2020,18,0,Argentina,AR,ARG,44494502.0,97
250,2020-03-18,18,3,2020,14,0,Argentina,AR,ARG,44494502.0,79
251,2020-03-17,17,3,2020,9,0,Argentina,AR,ARG,44494502.0,65
252,2020-03-16,16,3,2020,11,0,Argentina,AR,ARG,44494502.0,56
253,2020-03-15,15,3,2020,11,0,Argentina,AR,ARG,44494502.0,45
254,2020-03-14,14,3,2020,3,1,Argentina,AR,ARG,44494502.0,34
255,2020-03-13,13,3,2020,12,0,Argentina,AR,ARG,44494502.0,31
256,2020-03-11,11,3,2020,7,0,Argentina,AR,ARG,44494502.0,19
257,2020-03-09,9,3,2020,3,0,Argentina,AR,ARG,44494502.0,12
258,2020-03-08,8,3,2020,1,1,Argentina,AR,ARG,44494502.0,9
259,2020-03-07,7,3,2020,6,0,Argentina,AR,ARG,44494502.0,8
260,2020-03-06,6,3,2020,1,0,Argentina,AR,ARG,44494502.0,2
261,2020-03-04,4,3,2020,1,0,Argentina,AR,ARG,44494502.0,1
262,2020-03-31,31,3,2020,58,0,Armenia,AM,ARM,2951776.0,482
263,2020-03-30,30,3,2020,0,0,Armenia,AM,ARM,2951776.0,424
264,2020-03-29,29,3,2020,52,2,Armenia,AM,ARM,2951776.0,424
265,2020-03-28,28,3,2020,43,0,Armenia,AM,ARM,2951776.0,372
266,2020-03-27,27,3,2020,39,1,Armenia,AM,ARM,2951776.0,329
267,2020-03-26,26,3,2020,25,0,Armenia,AM,ARM,2951776.0,290
268,2020-03-25,25,3,2020,71,0,Armenia,AM,ARM,2951776.0,265
269,2020-03-24,24,3,2020,4,0,Armenia,AM,ARM,2951776.0,194
270,2020-03-23,23,3,2020,30,0,Armenia,AM,ARM,2951776.0,190
271,2020-03-22,22,3,2020,24,0,Armenia,AM,ARM,2951776.0,160
272,2020-03-21,21,3,2020,14,0,Armenia,AM,ARM,2951776.0,136
273,2020-03-20,20,3,2020,7,0,Armenia,AM,ARM,2951776.0,122
274,2020-03-19,19,3,2020,37,0,Armenia,AM,ARM,2951776.0,115
275,2020-03-18,18,3,2020,26,0,Armenia,AM,ARM,2951776.0,78
276,2020-03-17,17,3,2020,22,0,Armenia,AM,ARM,2951776.0,52
277,2020-03-16,16,3,2020,10,0,Armenia,AM,ARM,2951776.0,30
278,2020-03-15,15,3,2020,7,0,Armenia,AM,ARM,2951776.0,20
279,2020-03-14,14,3,2020,7,0,Armenia,AM,ARM,2951776.0,13
280,2020-03-13,13,3,2020,2,0,Armenia,AM,ARM,2951776.0,6
281,2020-03-12,12,3,2020,3,0,Armenia,AM,ARM,2951776.0,4
282,2020-03-02,2,3,2020,0,0,Armenia,AM,ARM,2951776.0,1
283,2020-03-01,1,3,2020,1,0,Armenia,AM,ARM,2951776.0,1
284,2020-02-29,29,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
285,2020-02-28,28,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
286,2020-02-27,27,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
287,2020-02-26,26,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
288,2020-02-25,25,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
289,2020-02-24,24,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
290,2020-02-23,23,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
291,2020-02-22,22,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
292,2020-02-21,21,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
293,2020-02-20,20,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
294,2020-02-19,19,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
295,2020-02-18,18,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
296,2020-02-17,17,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
297,2020-02-16,16,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
298,2020-02-15,15,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
299,2020-02-14,14,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
300,2020-02-13,13,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
301,2020-02-12,12,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
302,2020-02-11,11,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
303,2020-02-10,10,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
304,2020-02-09,9,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
305,2020-02-08,8,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
306,2020-02-07,7,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
307,2020-02-06,6,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
308,2020-02-05,5,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
309,2020-02-04,4,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
310,2020-02-03,3,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
311,2020-02-02,2,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
312,2020-02-01,1,2,2020,0,0,Armenia,AM,ARM,2951776.0,0
313,2020-01-31,31,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
314,2020-01-30,30,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
315,2020-01-29,29,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
316,2020-01-28,28,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
317,2020-01-27,27,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
318,2020-01-26,26,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
319,2020-01-25,25,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
320,2020-01-24,24,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
321,2020-01-23,23,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
322,2020-01-22,22,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
323,2020-01-21,21,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
324,2020-01-20,20,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
325,2020-01-19,19,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
326,2020-01-18,18,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
327,2020-01-17,17,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
328,2020-01-16,16,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
329,2020-01-15,15,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
330,2020-01-14,14,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
331,2020-01-13,13,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
332,2020-01-12,12,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
333,2020-01-11,11,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
334,2020-01-10,10,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
335,2020-01-09,9,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
336,2020-01-08,8,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
337,2020-01-07,7,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
338,2020-01-06,6,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
339,2020-01-05,5,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
340,2020-01-04,4,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
341,2020-01-03,3,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
342,2020-01-02,2,1,2020,0,0,Armenia,AM,ARM,2951776.0,0
