,date,Day,Month,Year,new_cases,Deaths,country,GeoId,cases_cumulative
145,2020-03-12,12,3,2020,0,0,Algeria,DZ,20
146,2020-03-09,9,3,2020,3,0,Algeria,DZ,20
147,2020-03-06,6,3,2020,5,0,Algeria,DZ,17
148,2020-03-05,5,3,2020,7,0,Algeria,DZ,12
149,2020-03-04,4,3,2020,2,0,Algeria,DZ,5
150,2020-03-02,2,3,2020,2,0,Algeria,DZ,3
151,2020-03-01,1,3,2020,0,0,Algeria,DZ,1
152,2020-02-29,29,2,2020,0,0,Algeria,DZ,1
153,2020-02-28,28,2,2020,0,0,Algeria,DZ,1
154,2020-02-27,27,2,2020,0,0,Algeria,DZ,1
155,2020-02-26,26,2,2020,1,0,Algeria,DZ,1
156,2020-02-25,25,2,2020,0,0,Algeria,DZ,0
157,2020-02-24,24,2,2020,0,0,Algeria,DZ,0
158,2020-02-23,23,2,2020,0,0,Algeria,DZ,0
159,2020-02-22,22,2,2020,0,0,Algeria,DZ,0
160,2020-02-21,21,2,2020,0,0,Algeria,DZ,0
161,2020-02-20,20,2,2020,0,0,Algeria,DZ,0
162,2020-02-19,19,2,2020,0,0,Algeria,DZ,0
163,2020-02-18,18,2,2020,0,0,Algeria,DZ,0
164,2020-02-17,17,2,2020,0,0,Algeria,DZ,0
165,2020-02-16,16,2,2020,0,0,Algeria,DZ,0
166,2020-02-15,15,2,2020,0,0,Algeria,DZ,0
167,2020-02-14,14,2,2020,0,0,Algeria,DZ,0
168,2020-02-13,13,2,2020,0,0,Algeria,DZ,0
169,2020-02-12,12,2,2020,0,0,Algeria,DZ,0
170,2020-02-11,11,2,2020,0,0,Algeria,DZ,0
171,2020-02-10,10,2,2020,0,0,Algeria,DZ,0
172,2020-02-09,9,2,2020,0,0,Algeria,DZ,0
173,2020-02-08,8,2,2020,0,0,Algeria,DZ,0
174,2020-02-07,7,2,2020,0,0,Algeria,DZ,0
175,2020-02-06,6,2,2020,0,0,Algeria,DZ,0
176,2020-02-05,5,2,2020,0,0,Algeria,DZ,0
177,2020-02-04,4,2,2020,0,0,Algeria,DZ,0
178,2020-02-03,3,2,2020,0,0,Algeria,DZ,0
179,2020-02-02,2,2,2020,0,0,Algeria,DZ,0
180,2020-02-01,1,2,2020,0,0,Algeria,DZ,0
181,2020-01-31,31,1,2020,0,0,Algeria,DZ,0
182,2020-01-30,30,1,2020,0,0,Algeria,DZ,0
183,2020-01-29,29,1,2020,0,0,Algeria,DZ,0
184,2020-01-28,28,1,2020,0,0,Algeria,DZ,0
185,2020-01-27,27,1,2020,0,0,Algeria,DZ,0
186,2020-01-26,26,1,2020,0,0,Algeria,DZ,0
187,2020-01-25,25,1,2020,0,0,Algeria,DZ,0
188,2020-01-24,24,1,2020,0,0,Algeria,DZ,0
189,2020-01-23,23,1,2020,0,0,Algeria,DZ,0
190,2020-01-22,22,1,2020,0,0,Algeria,DZ,0
191,2020-01-21,21,1,2020,0,0,Algeria,DZ,0
192,2020-01-20,20,1,2020,0,0,Algeria,DZ,0
193,2020-01-19,19,1,2020,0,0,Algeria,DZ,0
194,2020-01-18,18,1,2020,0,0,Algeria,DZ,0
195,2020-01-17,17,1,2020,0,0,Algeria,DZ,0
196,2020-01-16,16,1,2020,0,0,Algeria,DZ,0
197,2020-01-15,15,1,2020,0,0,Algeria,DZ,0
198,2020-01-14,14,1,2020,0,0,Algeria,DZ,0
199,2020-01-13,13,1,2020,0,0,Algeria,DZ,0
200,2020-01-12,12,1,2020,0,0,Algeria,DZ,0
201,2020-01-11,11,1,2020,0,0,Algeria,DZ,0
202,2020-01-10,10,1,2020,0,0,Algeria,DZ,0
203,2020-01-09,9,1,2020,0,0,Algeria,DZ,0
204,2020-01-08,8,1,2020,0,0,Algeria,DZ,0
205,2020-01-07,7,1,2020,0,0,Algeria,DZ,0
206,2020-01-06,6,1,2020,0,0,Algeria,DZ,0
207,2020-01-05,5,1,2020,0,0,Algeria,DZ,0
208,2020-01-04,4,1,2020,0,0,Algeria,DZ,0
209,2020-01-03,3,1,2020,0,0,Algeria,DZ,0
210,2020-01-02,2,1,2020,0,0,Algeria,DZ,0
211,2020-01-01,1,1,2020,0,0,Algeria,DZ,0
212,2019-12-31,31,12,2019,0,0,Algeria,DZ,0
94,2020-03-24,24,3,2020,20,0,Andorra,AD,133
95,2020-03-23,23,3,2020,25,0,Andorra,AD,113
96,2020-03-22,22,3,2020,13,0,Andorra,AD,88
97,2020-03-21,21,3,2020,0,0,Andorra,AD,75
98,2020-03-20,20,3,2020,22,0,Andorra,AD,75
99,2020-03-19,19,3,2020,39,0,Andorra,AD,53
100,2020-03-18,18,3,2020,0,0,Andorra,AD,14
101,2020-03-17,17,3,2020,9,0,Andorra,AD,14
102,2020-03-16,16,3,2020,3,0,Andorra,AD,5
103,2020-03-14,14,3,2020,1,0,Andorra,AD,2
104,2020-03-03,3,3,2020,1,0,Andorra,AD,1
75,2020-03-24,24,3,2020,0,0,Angola,AO,2
76,2020-03-23,23,3,2020,0,0,Angola,AO,2
77,2020-03-22,22,3,2020,2,0,Angola,AO,2
128,2020-03-24,24,3,2020,0,0,Antigua_and_Barbuda,AG,1
129,2020-03-23,23,3,2020,0,0,Antigua_and_Barbuda,AG,1
130,2020-03-22,22,3,2020,0,0,Antigua_and_Barbuda,AG,1
131,2020-03-21,21,3,2020,0,0,Antigua_and_Barbuda,AG,1
132,2020-03-15,15,3,2020,1,0,Antigua_and_Barbuda,AG,1
105,2020-03-24,24,3,2020,35,0,Argentina,AR,301
106,2020-03-23,23,3,2020,41,0,Argentina,AR,266
107,2020-03-22,22,3,2020,67,1,Argentina,AR,225
108,2020-03-21,21,3,2020,30,0,Argentina,AR,158
109,2020-03-20,20,3,2020,31,1,Argentina,AR,128
110,2020-03-19,19,3,2020,18,0,Argentina,AR,97
111,2020-03-18,18,3,2020,14,0,Argentina,AR,79
112,2020-03-17,17,3,2020,9,0,Argentina,AR,65
113,2020-03-16,16,3,2020,11,0,Argentina,AR,56
114,2020-03-15,15,3,2020,11,0,Argentina,AR,45
115,2020-03-14,14,3,2020,3,1,Argentina,AR,34
116,2020-03-13,13,3,2020,12,0,Argentina,AR,31
117,2020-03-11,11,3,2020,7,0,Argentina,AR,19
118,2020-03-09,9,3,2020,3,0,Argentina,AR,12
119,2020-03-08,8,3,2020,1,1,Argentina,AR,9
120,2020-03-07,7,3,2020,6,0,Argentina,AR,8
121,2020-03-06,6,3,2020,1,0,Argentina,AR,2
122,2020-03-04,4,3,2020,1,0,Argentina,AR,1
123,2020-03-24,24,3,2020,4,0,Armenia,AM,194
124,2020-03-23,23,3,2020,30,0,Armenia,AM,190
125,2020-03-22,22,3,2020,24,0,Armenia,AM,160
126,2020-03-21,21,3,2020,14,0,Armenia,AM,136
127,2020-03-20,20,3,2020,7,0,Armenia,AM,122
213,2020-03-19,19,3,2020,37,0,Armenia,AM,115
214,2020-03-18,18,3,2020,26,0,Armenia,AM,78
215,2020-03-17,17,3,2020,22,0,Armenia,AM,52
216,2020-03-16,16,3,2020,10,0,Armenia,AM,30
217,2020-03-15,15,3,2020,7,0,Armenia,AM,20
218,2020-03-14,14,3,2020,7,0,Armenia,AM,13
219,2020-03-13,13,3,2020,2,0,Armenia,AM,6
220,2020-03-12,12,3,2020,3,0,Armenia,AM,4
221,2020-03-02,2,3,2020,0,0,Armenia,AM,1
222,2020-03-01,1,3,2020,1,0,Armenia,AM,1
223,2020-02-29,29,2,2020,0,0,Armenia,AM,0
224,2020-02-28,28,2,2020,0,0,Armenia,AM,0
225,2020-02-27,27,2,2020,0,0,Armenia,AM,0
226,2020-02-26,26,2,2020,0,0,Armenia,AM,0
227,2020-02-25,25,2,2020,0,0,Armenia,AM,0
228,2020-02-24,24,2,2020,0,0,Armenia,AM,0
229,2020-02-23,23,2,2020,0,0,Armenia,AM,0
230,2020-02-22,22,2,2020,0,0,Armenia,AM,0
231,2020-02-21,21,2,2020,0,0,Armenia,AM,0
232,2020-02-20,20,2,2020,0,0,Armenia,AM,0
233,2020-02-19,19,2,2020,0,0,Armenia,AM,0
234,2020-02-18,18,2,2020,0,0,Armenia,AM,0
235,2020-02-17,17,2,2020,0,0,Armenia,AM,0
236,2020-02-16,16,2,2020,0,0,Armenia,AM,0
237,2020-02-15,15,2,2020,0,0,Armenia,AM,0
238,2020-02-14,14,2,2020,0,0,Armenia,AM,0
239,2020-02-13,13,2,2020,0,0,Armenia,AM,0
240,2020-02-12,12,2,2020,0,0,Armenia,AM,0
241,2020-02-11,11,2,2020,0,0,Armenia,AM,0
242,2020-02-10,10,2,2020,0,0,Armenia,AM,0
243,2020-02-09,9,2,2020,0,0,Armenia,AM,0
244,2020-02-08,8,2,2020,0,0,Armenia,AM,0
245,2020-02-07,7,2,2020,0,0,Armenia,AM,0
246,2020-02-06,6,2,2020,0,0,Armenia,AM,0
247,2020-02-05,5,2,2020,0,0,Armenia,AM,0
248,2020-02-04,4,2,2020,0,0,Armenia,AM,0
249,2020-02-03,3,2,2020,0,0,Armenia,AM,0
250,2020-02-02,2,2,2020,0,0,Armenia,AM,0
251,2020-02-01,1,2,2020,0,0,Armenia,AM,0
252,2020-01-31,31,1,2020,0,0,Armenia,AM,0
253,2020-01-30,30,1,2020,0,0,Armenia,AM,0
254,2020-01-29,29,1,2020,0,0,Armenia,AM,0
255,2020-01-28,28,1,2020,0,0,Armenia,AM,0
256,2020-01-27,27,1,2020,0,0,Armenia,AM,0
257,2020-01-26,26,1,2020,0,0,Armenia,AM,0
258,2020-01-25,25,1,2020,0,0,Armenia,AM,0
259,2020-01-24,24,1,2020,0,0,Armenia,AM,0
260,2020-01-23,23,1,2020,0,0,Armenia,AM,0
261,2020-01-22,22,1,2020,0,0,Armenia,AM,0
262,2020-01-21,21,1,2020,0,0,Armenia,AM,0
263,2020-01-20,20,1,2020,0,0,Armenia,AM,0
264,2020-01-19,19,1,2020,0,0,Armenia,AM,0
265,2020-01-18,18,1,2020,0,0,Armenia,AM,0
266,2020-01-17,17,1,2020,0,0,Armenia,AM,0
267,2020-01-16,16,1,2020,0,0,Armenia,AM,0
268,2020-01-15,15,1,2020,0,0,Armenia,AM,0
269,2020-01-14,14,1,2020,0,0,Armenia,AM,0
270,2020-01-13,13,1,2020,0,0,Armenia,AM,0
271,2020-01-12,12,1,2020,0,0,Armenia,AM,0
272,2020-01-11,11,1,2020,0,0,Armenia,AM,0
273,2020-01-10,10,1,2020,0,0,Armenia,AM,0
274,2020-01-09,9,1,2020,0,0,Armenia,AM,0
275,2020-01-08,8,1,2020,0,0,Armenia,AM,0
276,2020-01-07,7,1,2020,0,0,Armenia,AM,0
277,2020-01-06,6,1,2020,0,0,Armenia,AM,0
278,2020-01-05,5,1,2020,0,0,Armenia,AM,0
279,2020-01-04,4,1,2020,0,0,Armenia,AM,0
280,2020-01-03,3,1,2020,0,0,Armenia,AM,0
281,2020-01-02,2,1,2020,0,0,Armenia,AM,0
282,2020-01-01,1,1,2020,0,0,Armenia,AM,0
283,2019-12-31,31,12,2019,0,0,Armenia,AM,0
284,2020-03-24,24,3,2020,114,0,Australia,AU,1823
285,2020-03-23,23,3,2020,611,0,Australia,AU,1709
286,2020-03-22,22,3,2020,224,0,Australia,AU,1098
287,2020-03-21,21,3,2020,165,1,Australia,AU,874
288,2020-03-20,20,3,2020,144,0,Australia,AU,709
289,2020-03-19,19,3,2020,111,1,Australia,AU,565
290,2020-03-18,18,3,2020,79,0,Australia,AU,454
291,2020-03-17,17,3,2020,77,0,Australia,AU,375
292,2020-03-16,16,3,2020,49,2,Australia,AU,298
293,2020-03-15,15,3,2020,52,0,Australia,AU,249
294,2020-03-14,14,3,2020,41,0,Australia,AU,197
295,2020-03-13,13,3,2020,30,0,Australia,AU,156
296,2020-03-12,12,3,2020,14,0,Australia,AU,126
297,2020-03-11,11,3,2020,12,0,Australia,AU,112
298,2020-03-10,10,3,2020,20,0,Australia,AU,100
299,2020-03-09,9,3,2020,6,0,Australia,AU,80
300,2020-03-08,8,3,2020,11,1,Australia,AU,74
301,2020-03-07,7,3,2020,4,0,Australia,AU,63
302,2020-03-06,6,3,2020,7,0,Australia,AU,59
303,2020-03-05,5,3,2020,11,1,Australia,AU,52
304,2020-03-04,4,3,2020,8,0,Australia,AU,41
305,2020-03-03,3,3,2020,4,0,Australia,AU,33
306,2020-03-02,2,3,2020,3,0,Australia,AU,29
307,2020-03-01,1,3,2020,1,1,Australia,AU,26
308,2020-02-29,29,2,2020,2,0,Australia,AU,25
309,2020-02-28,28,2,2020,0,0,Australia,AU,23
310,2020-02-27,27,2,2020,1,0,Australia,AU,23
311,2020-02-26,26,2,2020,0,0,Australia,AU,22
312,2020-02-25,25,2,2020,0,0,Australia,AU,22
313,2020-02-24,24,2,2020,0,0,Australia,AU,22
314,2020-02-23,23,2,2020,1,0,Australia,AU,22
315,2020-02-22,22,2,2020,4,0,Australia,AU,21
316,2020-02-21,21,2,2020,2,0,Australia,AU,17
317,2020-02-20,20,2,2020,0,0,Australia,AU,15
318,2020-02-19,19,2,2020,0,0,Australia,AU,15
319,2020-02-18,18,2,2020,0,0,Australia,AU,15
320,2020-02-17,17,2,2020,0,0,Australia,AU,15
321,2020-02-16,16,2,2020,0,0,Australia,AU,15
322,2020-02-15,15,2,2020,0,0,Australia,AU,15
323,2020-02-14,14,2,2020,1,0,Australia,AU,15
324,2020-02-13,13,2,2020,0,0,Australia,AU,14
325,2020-02-12,12,2,2020,0,0,Australia,AU,14
326,2020-02-11,11,2,2020,0,0,Australia,AU,14
327,2020-02-10,10,2,2020,0,0,Australia,AU,14
328,2020-02-09,9,2,2020,0,0,Australia,AU,14
329,2020-02-08,8,2,2020,0,0,Australia,AU,14
330,2020-02-07,7,2,2020,1,0,Australia,AU,14
331,2020-02-06,6,2,2020,1,0,Australia,AU,13
332,2020-02-05,5,2,2020,1,0,Australia,AU,12
333,2020-02-04,4,2,2020,0,0,Australia,AU,11
334,2020-02-03,3,2,2020,0,0,Australia,AU,11
335,2020-02-02,2,2,2020,2,0,Australia,AU,11
336,2020-02-01,1,2,2020,2,0,Australia,AU,9
337,2020-01-31,31,1,2020,1,0,Australia,AU,7
338,2020-01-30,30,1,2020,2,0,Australia,AU,6
339,2020-01-29,29,1,2020,0,0,Australia,AU,4
340,2020-01-28,28,1,2020,0,0,Australia,AU,4
341,2020-01-27,27,1,2020,0,0,Australia,AU,4
342,2020-01-26,26,1,2020,3,0,Australia,AU,4
343,2020-01-25,25,1,2020,1,0,Australia,AU,1
344,2020-01-24,24,1,2020,0,0,Australia,AU,0
345,2020-01-23,23,1,2020,0,0,Australia,AU,0
346,2020-01-22,22,1,2020,0,0,Australia,AU,0
347,2020-01-21,21,1,2020,0,0,Australia,AU,0
348,2020-01-20,20,1,2020,0,0,Australia,AU,0
349,2020-01-19,19,1,2020,0,0,Australia,AU,0
350,2020-01-18,18,1,2020,0,0,Australia,AU,0
351,2020-01-17,17,1,2020,0,0,Australia,AU,0
352,2020-01-16,16,1,2020,0,0,Australia,AU,0
353,2020-01-15,15,1,2020,0,0,Australia,AU,0
354,2020-01-14,14,1,2020,0,0,Australia,AU,0
355,2020-01-13,13,1,2020,0,0,Australia,AU,0
356,2020-01-12,12,1,2020,0,0,Australia,AU,0
357,2020-01-11,11,1,2020,0,0,Australia,AU,0
358,2020-01-10,10,1,2020,0,0,Australia,AU,0
359,2020-01-09,9,1,2020,0,0,Australia,AU,0
360,2020-01-08,8,1,2020,0,0,Australia,AU,0
361,2020-01-07,7,1,2020,0,0,Australia,AU,0
362,2020-01-06,6,1,2020,0,0,Australia,AU,0
363,2020-01-05,5,1,2020,0,0,Australia,AU,0
364,2020-01-04,4,1,2020,0,0,Australia,AU,0
365,2020-01-03,3,1,2020,0,0,Australia,AU,0
366,2020-01-02,2,1,2020,0,0,Australia,AU,0
367,2020-01-01,1,1,2020,0,0,Australia,AU,0
368,2019-12-31,31,12,2019,0,0,Australia,AU,0
369,2020-03-24,24,3,2020,855,9,Austria,AT,4486
370,2020-03-23,23,3,2020,607,8,Austria,AT,3631
371,2020-03-22,22,3,2020,375,2,Austria,AT,3024
372,2020-03-21,21,3,2020,453,0,Austria,AT,2649
373,2020-03-20,20,3,2020,550,2,Austria,AT,2196
374,2020-03-19,19,3,2020,314,1,Austria,AT,1646
375,2020-03-18,18,3,2020,316,0,Austria,AT,1332
376,2020-03-17,17,3,2020,156,2,Austria,AT,1016
377,2020-03-16,16,3,2020,205,0,Austria,AT,860
378,2020-03-15,15,3,2020,151,0,Austria,AT,655
379,2020-03-14,14,3,2020,143,0,Austria,AT,504
380,2020-03-13,13,3,2020,115,1,Austria,AT,361
381,2020-03-12,12,3,2020,64,0,Austria,AT,246
382,2020-03-11,11,3,2020,51,0,Austria,AT,182
383,2020-03-10,10,3,2020,29,0,Austria,AT,131
384,2020-03-09,9,3,2020,3,0,Austria,AT,102
385,2020-03-08,8,3,2020,25,0,Austria,AT,99
386,2020-03-07,7,3,2020,33,0,Austria,AT,74
387,2020-03-06,6,3,2020,12,0,Austria,AT,41
388,2020-03-05,5,3,2020,5,0,Austria,AT,29
389,2020-03-04,4,3,2020,6,0,Austria,AT,24
390,2020-03-03,3,3,2020,4,0,Austria,AT,18
391,2020-03-02,2,3,2020,4,0,Austria,AT,14
392,2020-03-01,1,3,2020,3,0,Austria,AT,10
393,2020-02-29,29,2,2020,2,0,Austria,AT,7
394,2020-02-28,28,2,2020,3,0,Austria,AT,5
395,2020-02-27,27,2,2020,0,0,Austria,AT,2
396,2020-02-26,26,2,2020,2,0,Austria,AT,2
397,2020-02-25,25,2,2020,0,0,Austria,AT,0
398,2020-02-24,24,2,2020,0,0,Austria,AT,0
399,2020-02-23,23,2,2020,0,0,Austria,AT,0
400,2020-02-22,22,2,2020,0,0,Austria,AT,0
401,2020-02-21,21,2,2020,0,0,Austria,AT,0
402,2020-02-20,20,2,2020,0,0,Austria,AT,0
403,2020-02-19,19,2,2020,0,0,Austria,AT,0
404,2020-02-18,18,2,2020,0,0,Austria,AT,0
405,2020-02-17,17,2,2020,0,0,Austria,AT,0
406,2020-02-16,16,2,2020,0,0,Austria,AT,0
407,2020-02-15,15,2,2020,0,0,Austria,AT,0
408,2020-02-14,14,2,2020,0,0,Austria,AT,0
409,2020-02-13,13,2,2020,0,0,Austria,AT,0
410,2020-02-12,12,2,2020,0,0,Austria,AT,0
411,2020-02-11,11,2,2020,0,0,Austria,AT,0
412,2020-02-10,10,2,2020,0,0,Austria,AT,0
413,2020-02-09,9,2,2020,0,0,Austria,AT,0
414,2020-02-08,8,2,2020,0,0,Austria,AT,0
415,2020-02-07,7,2,2020,0,0,Austria,AT,0
416,2020-02-06,6,2,2020,0,0,Austria,AT,0
417,2020-02-05,5,2,2020,0,0,Austria,AT,0
418,2020-02-04,4,2,2020,0,0,Austria,AT,0
419,2020-02-03,3,2,2020,0,0,Austria,AT,0
420,2020-02-02,2,2,2020,0,0,Austria,AT,0
421,2020-02-01,1,2,2020,0,0,Austria,AT,0
422,2020-01-31,31,1,2020,0,0,Austria,AT,0
423,2020-01-30,30,1,2020,0,0,Austria,AT,0
424,2020-01-29,29,1,2020,0,0,Austria,AT,0
425,2020-01-28,28,1,2020,0,0,Austria,AT,0
426,2020-01-27,27,1,2020,0,0,Austria,AT,0
427,2020-01-26,26,1,2020,0,0,Austria,AT,0
428,2020-01-25,25,1,2020,0,0,Austria,AT,0
429,2020-01-24,24,1,2020,0,0,Austria,AT,0
430,2020-01-23,23,1,2020,0,0,Austria,AT,0
431,2020-01-22,22,1,2020,0,0,Austria,AT,0
432,2020-01-21,21,1,2020,0,0,Austria,AT,0
433,2020-01-20,20,1,2020,0,0,Austria,AT,0
434,2020-01-19,19,1,2020,0,0,Austria,AT,0
435,2020-01-18,18,1,2020,0,0,Austria,AT,0
436,2020-01-17,17,1,2020,0,0,Austria,AT,0
437,2020-01-16,16,1,2020,0,0,Austria,AT,0
438,2020-01-15,15,1,2020,0,0,Austria,AT,0
439,2020-01-14,14,1,2020,0,0,Austria,AT,0
440,2020-01-13,13,1,2020,0,0,Austria,AT,0
441,2020-01-12,12,1,2020,0,0,Austria,AT,0
442,2020-01-11,11,1,2020,0,0,Austria,AT,0
443,2020-01-10,10,1,2020,0,0,Austria,AT,0
444,2020-01-09,9,1,2020,0,0,Austria,AT,0
445,2020-01-08,8,1,2020,0,0,Austria,AT,0
446,2020-01-07,7,1,2020,0,0,Austria,AT,0
447,2020-01-06,6,1,2020,0,0,Austria,AT,0
448,2020-01-05,5,1,2020,0,0,Austria,AT,0
449,2020-01-04,4,1,2020,0,0,Austria,AT,0
450,2020-01-03,3,1,2020,0,0,Austria,AT,0
451,2020-01-02,2,1,2020,0,0,Austria,AT,0
452,2020-01-01,1,1,2020,0,0,Austria,AT,0
453,2019-12-31,31,12,2019,0,0,Austria,AT,0
454,2020-03-24,24,3,2020,7,0,Azerbaijan,AZ,72
455,2020-03-23,23,3,2020,12,0,Azerbaijan,AZ,65
456,2020-03-22,22,3,2020,9,0,Azerbaijan,AZ,53
457,2020-03-21,21,3,2020,0,1,Azerbaijan,AZ,44
458,2020-03-20,20,3,2020,10,0,Azerbaijan,AZ,44
459,2020-03-19,19,3,2020,6,0,Azerbaijan,AZ,34
