,date,Day,Month,Year,new_cases,Deaths,country,GeoId,cases_cumulative
1057,2020-03-17,17,3,2020,0,0,Cameroon,CM,4
1058,2020-03-16,16,3,2020,1,0,Cameroon,CM,4
1059,2020-03-15,15,3,2020,1,0,Cameroon,CM,3
1060,2020-03-09,9,3,2020,1,0,Cameroon,CM,2
1061,2020-03-07,7,3,2020,1,0,Cameroon,CM,1
1062,2020-03-24,24,3,2020,216,6,Canada,CA,1224
1063,2020-03-23,23,3,2020,199,5,Canada,CA,1008
1064,2020-03-22,22,3,2020,260,1,Canada,CA,809
1065,2020-03-21,21,3,2020,125,2,Canada,CA,549
1069,2020-03-17,17,3,2020,120,3,Canada,CA,424
1070,2020-03-16,16,3,2020,60,0,Canada,CA,304
1071,2020-03-15,15,3,2020,68,0,Canada,CA,244
1072,2020-03-14,14,3,2020,38,0,Canada,CA,176
1073,2020-03-13,13,3,2020,35,0,Canada,CA,138
1074,2020-03-12,12,3,2020,10,0,Canada,CA,103
1075,2020-03-11,11,3,2020,16,0,Canada,CA,93
1076,2020-03-10,10,3,2020,15,1,Canada,CA,77
1077,2020-03-09,9,3,2020,5,0,Canada,CA,62
1078,2020-03-08,8,3,2020,6,0,Canada,CA,57
1079,2020-03-07,7,3,2020,6,0,Canada,CA,51
1080,2020-03-06,6,3,2020,12,0,Canada,CA,45
1081,2020-03-05,5,3,2020,3,0,Canada,CA,33
1082,2020-03-04,4,3,2020,3,0,Canada,CA,30
1083,2020-03-03,3,3,2020,3,0,Canada,CA,27
1084,2020-03-02,2,3,2020,4,0,Canada,CA,24
1085,2020-03-01,1,3,2020,4,0,Canada,CA,20
1086,2020-02-29,29,2,2020,2,0,Canada,CA,16
1087,2020-02-28,28,2,2020,2,0,Canada,CA,14
1088,2020-02-27,27,2,2020,1,0,Canada,CA,12
1089,2020-02-26,26,2,2020,0,0,Canada,CA,11
1090,2020-02-25,25,2,2020,2,0,Canada,CA,11
1091,2020-02-24,24,2,2020,0,0,Canada,CA,9
1092,2020-02-23,23,2,2020,0,0,Canada,CA,9
1093,2020-02-22,22,2,2020,0,0,Canada,CA,9
1094,2020-02-21,21,2,2020,1,0,Canada,CA,9
1095,2020-02-20,20,2,2020,0,0,Canada,CA,8
1096,2020-02-19,19,2,2020,0,0,Canada,CA,8
1097,2020-02-18,18,2,2020,0,0,Canada,CA,8
1098,2020-02-17,17,2,2020,0,0,Canada,CA,8
1099,2020-02-16,16,2,2020,0,0,Canada,CA,8
1100,2020-02-15,15,2,2020,1,0,Canada,CA,8
1101,2020-02-14,14,2,2020,0,0,Canada,CA,7
1102,2020-02-13,13,2,2020,0,0,Canada,CA,7
1103,2020-02-12,12,2,2020,0,0,Canada,CA,7
1104,2020-02-11,11,2,2020,0,0,Canada,CA,7
1105,2020-02-10,10,2,2020,0,0,Canada,CA,7
1106,2020-02-09,9,2,2020,0,0,Canada,CA,7
1107,2020-02-08,8,2,2020,0,0,Canada,CA,7
1108,2020-02-07,7,2,2020,2,0,Canada,CA,7
1109,2020-02-06,6,2,2020,0,0,Canada,CA,5
1110,2020-02-05,5,2,2020,1,0,Canada,CA,5
1111,2020-02-04,4,2,2020,0,0,Canada,CA,4
1112,2020-02-03,3,2,2020,0,0,Canada,CA,4
1113,2020-02-02,2,2,2020,0,0,Canada,CA,4
1114,2020-02-01,1,2,2020,1,0,Canada,CA,4
1115,2020-01-31,31,1,2020,0,0,Canada,CA,3
1116,2020-01-30,30,1,2020,0,0,Canada,CA,3
1117,2020-01-29,29,1,2020,1,0,Canada,CA,3
1118,2020-01-28,28,1,2020,1,0,Canada,CA,2
1119,2020-01-27,27,1,2020,0,0,Canada,CA,1
1120,2020-01-26,26,1,2020,1,0,Canada,CA,1
1121,2020-01-25,25,1,2020,0,0,Canada,CA,0
1122,2020-01-24,24,1,2020,0,0,Canada,CA,0
1123,2020-01-23,23,1,2020,0,0,Canada,CA,0
1124,2020-01-22,22,1,2020,0,0,Canada,CA,0
1125,2020-01-21,21,1,2020,0,0,Canada,CA,0
1126,2020-01-20,20,1,2020,0,0,Canada,CA,0
1127,2020-01-19,19,1,2020,0,0,Canada,CA,0
1128,2020-01-18,18,1,2020,0,0,Canada,CA,0
1129,2020-01-17,17,1,2020,0,0,Canada,CA,0
1130,2020-01-16,16,1,2020,0,0,Canada,CA,0
1131,2020-01-15,15,1,2020,0,0,Canada,CA,0
1132,2020-01-14,14,1,2020,0,0,Canada,CA,0
1133,2020-01-13,13,1,2020,0,0,Canada,CA,0
1134,2020-01-12,12,1,2020,0,0,Canada,CA,0
1135,2020-01-11,11,1,2020,0,0,Canada,CA,0
1136,2020-01-10,10,1,2020,0,0,Canada,CA,0
1137,2020-01-09,9,1,2020,0,0,Canada,CA,0
1138,2020-01-08,8,1,2020,0,0,Canada,CA,0
1139,2020-01-07,7,1,2020,0,0,Canada,CA,0
1140,2020-01-06,6,1,2020,0,0,Canada,CA,0
1141,2020-01-05,5,1,2020,0,0,Canada,CA,0
1142,2020-01-04,4,1,2020,0,0,Canada,CA,0
1143,2020-01-03,3,1,2020,0,0,Canada,CA,0
1144,2020-01-02,2,1,2020,0,0,Canada,CA,0
1145,2020-01-01,1,1,2020,0,0,Canada,CA,0
1146,2019-12-31,31,12,2019,0,0,Canada,CA,0
1147,2020-03-24,24,3,2020,0,0,Cape_Verde,CV,3
1148,2020-03-23,23,3,2020,0,0,Cape_Verde,CV,3
1149,2020-03-22,22,3,2020,1,0,Cape_Verde,CV,3
1150,2020-03-21,21,3,2020,2,0,Cape_Verde,CV,2
1151,2020-03-10,10,3,2020,-9,1,Cases_on_an_international_conveyance_Japan,JPG11668,696
1152,2020-03-02,2,3,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,705
1153,2020-03-01,1,3,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,705
1154,2020-02-29,29,2,2020,0,2,Cases_on_an_international_conveyance_Japan,JPG11668,705
1155,2020-02-28,28,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,705
1156,2020-02-27,27,2,2020,14,0,Cases_on_an_international_conveyance_Japan,JPG11668,705
1157,2020-02-26,26,2,2020,0,1,Cases_on_an_international_conveyance_Japan,JPG11668,691
1158,2020-02-25,25,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,691
1159,2020-02-24,24,2,2020,57,1,Cases_on_an_international_conveyance_Japan,JPG11668,691
1160,2020-02-23,23,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,634
1161,2020-02-22,22,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,634
1162,2020-02-21,21,2,2020,13,0,Cases_on_an_international_conveyance_Japan,JPG11668,634
1163,2020-02-20,20,2,2020,79,2,Cases_on_an_international_conveyance_Japan,JPG11668,621
1164,2020-02-19,19,2,2020,88,0,Cases_on_an_international_conveyance_Japan,JPG11668,542
1165,2020-02-18,18,2,2020,99,0,Cases_on_an_international_conveyance_Japan,JPG11668,454
1166,2020-02-17,17,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,355
1167,2020-02-16,16,2,2020,134,0,Cases_on_an_international_conveyance_Japan,JPG11668,355
1168,2020-02-15,15,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,221
1169,2020-02-14,14,2,2020,47,0,Cases_on_an_international_conveyance_Japan,JPG11668,221
1170,2020-02-13,13,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,174
1171,2020-02-12,12,2,2020,39,0,Cases_on_an_international_conveyance_Japan,JPG11668,174
1172,2020-02-11,11,2,2020,65,0,Cases_on_an_international_conveyance_Japan,JPG11668,135
1173,2020-02-10,10,2,2020,6,0,Cases_on_an_international_conveyance_Japan,JPG11668,70
1174,2020-02-09,9,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,64
1175,2020-02-08,8,2,2020,3,0,Cases_on_an_international_conveyance_Japan,JPG11668,64
1176,2020-02-07,7,2,2020,41,0,Cases_on_an_international_conveyance_Japan,JPG11668,61
1177,2020-02-06,6,2,2020,10,0,Cases_on_an_international_conveyance_Japan,JPG11668,20
1178,2020-02-05,5,2,2020,10,0,Cases_on_an_international_conveyance_Japan,JPG11668,10
1179,2020-02-04,4,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1180,2020-02-03,3,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1181,2020-02-02,2,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1182,2020-02-01,1,2,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1183,2020-01-31,31,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1184,2020-01-30,30,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1185,2020-01-29,29,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1186,2020-01-28,28,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1187,2020-01-27,27,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1188,2020-01-26,26,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1189,2020-01-25,25,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1190,2020-01-24,24,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1191,2020-01-23,23,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1192,2020-01-22,22,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1193,2020-01-21,21,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1194,2020-01-20,20,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1195,2020-01-19,19,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1196,2020-01-18,18,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1197,2020-01-17,17,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1198,2020-01-16,16,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1199,2020-01-15,15,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1200,2020-01-14,14,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1201,2020-01-13,13,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1202,2020-01-12,12,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1203,2020-01-11,11,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1204,2020-01-10,10,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1205,2020-01-09,9,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1206,2020-01-08,8,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1207,2020-01-07,7,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1208,2020-01-06,6,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1209,2020-01-05,5,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1210,2020-01-04,4,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1211,2020-01-03,3,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1212,2020-01-02,2,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1213,2020-01-01,1,1,2020,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1214,2019-12-31,31,12,2019,0,0,Cases_on_an_international_conveyance_Japan,JPG11668,0
1215,2020-03-24,24,3,2020,0,0,Cayman_Islands,KY,3
1216,2020-03-23,23,3,2020,0,0,Cayman_Islands,KY,3
1217,2020-03-22,22,3,2020,0,0,Cayman_Islands,KY,3
1218,2020-03-21,21,3,2020,2,1,Cayman_Islands,KY,3
1219,2020-03-20,20,3,2020,1,0,Cayman_Islands,KY,1
1220,2020-03-24,24,3,2020,0,0,Central_African_Republic,CF,4
1221,2020-03-23,23,3,2020,1,0,Central_African_Republic,CF,4
1222,2020-03-22,22,3,2020,2,0,Central_African_Republic,CF,3
1223,2020-03-21,21,3,2020,0,0,Central_African_Republic,CF,1
1224,2020-03-20,20,3,2020,0,0,Central_African_Republic,CF,1
1225,2020-03-19,19,3,2020,0,0,Central_African_Republic,CF,1
1226,2020-03-18,18,3,2020,0,0,Central_African_Republic,CF,1
1227,2020-03-17,17,3,2020,0,0,Central_African_Republic,CF,1
1228,2020-03-16,16,3,2020,1,0,Central_African_Republic,CF,1
1229,2020-03-24,24,3,2020,0,0,Chad,TD,2
1230,2020-03-23,23,3,2020,0,0,Chad,TD,2
1231,2020-03-22,22,3,2020,1,0,Chad,TD,2
1232,2020-03-21,21,3,2020,0,0,Chad,TD,1
1233,2020-03-20,20,3,2020,1,0,Chad,TD,1
1234,2020-03-24,24,3,2020,114,1,Chile,CL,746
1235,2020-03-23,23,3,2020,95,1,Chile,CL,632
1236,2020-03-22,22,3,2020,103,0,Chile,CL,537
1237,2020-03-21,21,3,2020,92,0,Chile,CL,434
1238,2020-03-20,20,3,2020,104,0,Chile,CL,342
1239,2020-03-19,19,3,2020,37,0,Chile,CL,238
1240,2020-03-18,18,3,2020,45,0,Chile,CL,201
1241,2020-03-17,17,3,2020,81,0,Chile,CL,156
1242,2020-03-16,16,3,2020,14,0,Chile,CL,75
1243,2020-03-15,15,3,2020,18,0,Chile,CL,61
1244,2020-03-14,14,3,2020,10,0,Chile,CL,43
1245,2020-03-13,13,3,2020,10,0,Chile,CL,33
1246,2020-03-12,12,3,2020,6,0,Chile,CL,23
1247,2020-03-11,11,3,2020,4,0,Chile,CL,17
1248,2020-03-10,10,3,2020,3,0,Chile,CL,13
1249,2020-03-09,9,3,2020,5,0,Chile,CL,10
1250,2020-03-07,7,3,2020,1,0,Chile,CL,5
1251,2020-03-06,6,3,2020,1,0,Chile,CL,4
1252,2020-03-05,5,3,2020,2,0,Chile,CL,3
1253,2020-03-04,4,3,2020,1,0,Chile,CL,1
1254,2020-03-24,24,3,2020,99,7,China,CN,81748
1255,2020-03-23,23,3,2020,150,9,China,CN,81649
1256,2020-03-22,22,3,2020,83,6,China,CN,81499
1257,2020-03-21,21,3,2020,79,7,China,CN,81416
1258,2020-03-20,20,3,2020,99,4,China,CN,81337
1259,2020-03-19,19,3,2020,75,8,China,CN,81238
1260,2020-03-18,18,3,2020,33,16,China,CN,81163
1261,2020-03-17,17,3,2020,110,9,China,CN,81130
1262,2020-03-16,16,3,2020,25,14,China,CN,81020
1263,2020-03-15,15,3,2020,22,9,China,CN,80995
1264,2020-03-14,14,3,2020,19,15,China,CN,80973
1265,2020-03-13,13,3,2020,22,7,China,CN,80954
1266,2020-03-12,12,3,2020,24,11,China,CN,80932
1267,2020-03-11,11,3,2020,29,22,China,CN,80908
1268,2020-03-10,10,3,2020,20,17,China,CN,80879
1269,2020-03-09,9,3,2020,45,23,China,CN,80859
1270,2020-03-08,8,3,2020,46,27,China,CN,80814
1271,2020-03-07,7,3,2020,101,28,China,CN,80768
1272,2020-03-06,6,3,2020,170,30,China,CN,80667
1273,2020-03-05,5,3,2020,117,31,China,CN,80497
1274,2020-03-04,4,3,2020,119,37,China,CN,80380
1275,2020-03-03,3,3,2020,127,32,China,CN,80261
1276,2020-03-02,2,3,2020,205,42,China,CN,80134
1277,2020-03-01,1,3,2020,574,35,China,CN,79929
1278,2020-02-29,29,2,2020,428,47,China,CN,79355
1279,2020-02-28,28,2,2020,329,44,China,CN,78927
1280,2020-02-27,27,2,2020,439,29,China,CN,78598
1281,2020-02-26,26,2,2020,410,52,China,CN,78159
1282,2020-02-25,25,2,2020,515,70,China,CN,77749
1283,2020-02-24,24,2,2020,218,150,China,CN,77234
1284,2020-02-23,23,2,2020,647,98,China,CN,77016
1285,2020-02-22,22,2,2020,826,109,China,CN,76369
1286,2020-02-21,21,2,2020,891,118,China,CN,75543
1287,2020-02-20,20,2,2020,394,112,China,CN,74652
1288,2020-02-19,19,2,2020,1750,139,China,CN,74258
1289,2020-02-18,18,2,2020,1890,98,China,CN,72508
1290,2020-02-17,17,2,2020,2052,105,China,CN,70618
1291,2020-02-16,16,2,2020,2007,142,China,CN,68566
1292,2020-02-15,15,2,2020,2538,143,China,CN,66559
1293,2020-02-14,14,2,2020,4156,13,China,CN,64021
1294,2020-02-13,13,2,2020,15141,254,China,CN,59865
1295,2020-02-12,12,2,2020,2028,97,China,CN,44724
1296,2020-02-11,11,2,2020,2490,108,China,CN,42696
1297,2020-02-10,10,2,2020,2974,97,China,CN,40206
1298,2020-02-09,9,2,2020,2607,89,China,CN,37232
1299,2020-02-08,8,2,2020,3418,86,China,CN,34625
1300,2020-02-07,7,2,2020,3160,73,China,CN,31207
1301,2020-02-06,6,2,2020,3727,72,China,CN,28047
1302,2020-02-05,5,2,2020,3872,66,China,CN,24320
1303,2020-02-04,4,2,2020,3237,65,China,CN,20448
1304,2020-02-03,3,2,2020,2812,57,China,CN,17211
1305,2020-02-02,2,2,2020,2590,45,China,CN,14399
1306,2020-02-01,1,2,2020,2095,46,China,CN,11809
1307,2020-01-31,31,1,2020,1980,43,China,CN,9714
1308,2020-01-30,30,1,2020,1740,38,China,CN,7734
1309,2020-01-29,29,1,2020,1466,26,China,CN,5994
1310,2020-01-28,28,1,2020,1753,25,China,CN,4528
1311,2020-01-27,27,1,2020,787,25,China,CN,2775
1312,2020-01-26,26,1,2020,665,15,China,CN,1988
1313,2020-01-25,25,1,2020,441,15,China,CN,1323
1314,2020-01-24,24,1,2020,259,9,China,CN,882
1315,2020-01-23,23,1,2020,97,0,China,CN,623
1316,2020-01-22,22,1,2020,140,11,China,CN,526
1317,2020-01-21,21,1,2020,151,3,China,CN,386
1318,2020-01-20,20,1,2020,19,0,China,CN,235
1319,2020-01-19,19,1,2020,136,1,China,CN,216
1320,2020-01-18,18,1,2020,17,0,China,CN,80
1321,2020-01-17,17,1,2020,4,0,China,CN,63
1322,2020-01-16,16,1,2020,0,0,China,CN,59
1323,2020-01-15,15,1,2020,0,1,China,CN,59
1324,2020-01-14,14,1,2020,0,0,China,CN,59
1325,2020-01-13,13,1,2020,0,0,China,CN,59
1326,2020-01-12,12,1,2020,0,0,China,CN,59
1327,2020-01-11,11,1,2020,0,1,China,CN,59
1328,2020-01-10,10,1,2020,0,0,China,CN,59
1329,2020-01-09,9,1,2020,0,0,China,CN,59
1330,2020-01-08,8,1,2020,0,0,China,CN,59
1331,2020-01-07,7,1,2020,0,0,China,CN,59
1332,2020-01-06,6,1,2020,0,0,China,CN,59
1333,2020-01-05,5,1,2020,15,0,China,CN,59
1334,2020-01-04,4,1,2020,0,0,China,CN,44
1335,2020-01-03,3,1,2020,17,0,China,CN,44
1336,2020-01-02,2,1,2020,0,0,China,CN,27
1337,2020-01-01,1,1,2020,0,0,China,CN,27
1338,2019-12-31,31,12,2019,27,0,China,CN,27
1339,2020-03-24,24,3,2020,0,1,Colombia,CO,235
1340,2020-03-23,23,3,2020,25,1,Colombia,CO,235
1341,2020-03-22,22,3,2020,52,1,Colombia,CO,210
1342,2020-03-21,21,3,2020,30,0,Colombia,CO,158
1343,2020-03-20,20,3,2020,26,0,Colombia,CO,128
1344,2020-03-19,19,3,2020,37,0,Colombia,CO,102
1345,2020-03-18,18,3,2020,8,0,Colombia,CO,65
1346,2020-03-17,17,3,2020,12,0,Colombia,CO,57
1347,2020-03-16,16,3,2020,11,0,Colombia,CO,45
1348,2020-03-15,15,3,2020,18,0,Colombia,CO,34
1349,2020-03-14,14,3,2020,7,0,Colombia,CO,16
1350,2020-03-12,12,3,2020,6,0,Colombia,CO,9
1351,2020-03-10,10,3,2020,2,0,Colombia,CO,3
1352,2020-03-07,7,3,2020,1,0,Colombia,CO,1
1353,2020-03-24,24,3,2020,0,0,Congo,CG,4
1354,2020-03-23,23,3,2020,0,0,Congo,CG,4
1355,2020-03-22,22,3,2020,1,0,Congo,CG,4
1356,2020-03-21,21,3,2020,0,0,Congo,CG,3
1357,2020-03-20,20,3,2020,0,0,Congo,CG,3
1358,2020-03-19,19,3,2020,2,0,Congo,CG,3
1359,2020-03-18,18,3,2020,0,0,Congo,CG,1
1360,2020-03-17,17,3,2020,0,0,Congo,CG,1
1361,2020-03-16,16,3,2020,1,0,Congo,CG,1
1362,2020-03-24,24,3,2020,24,0,Costa_Rica,CR,158
1363,2020-03-23,23,3,2020,17,0,Costa_Rica,CR,134
1364,2020-03-22,22,3,2020,4,0,Costa_Rica,CR,117
1365,2020-03-21,21,3,2020,26,1,Costa_Rica,CR,113
1366,2020-03-20,20,3,2020,18,0,Costa_Rica,CR,87
1367,2020-03-19,19,3,2020,19,1,Costa_Rica,CR,69
1368,2020-03-18,18,3,2020,9,0,Costa_Rica,CR,50
1369,2020-03-17,17,3,2020,6,0,Costa_Rica,CR,41
1370,2020-03-16,16,3,2020,8,0,Costa_Rica,CR,35
1371,2020-03-15,15,3,2020,1,0,Costa_Rica,CR,27
1372,2020-03-14,14,3,2020,3,0,Costa_Rica,CR,26
1373,2020-03-13,13,3,2020,1,0,Costa_Rica,CR,23
1374,2020-03-12,12,3,2020,9,0,Costa_Rica,CR,22
1375,2020-03-11,11,3,2020,4,0,Costa_Rica,CR,13
1376,2020-03-10,10,3,2020,4,0,Costa_Rica,CR,9
1377,2020-03-09,9,3,2020,4,0,Costa_Rica,CR,5
1378,2020-03-07,7,3,2020,1,0,Costa_Rica,CR,1
1379,2020-03-24,24,3,2020,0,0,Cote_dIvoire,CI,25
1380,2020-03-23,23,3,2020,8,0,Cote_dIvoire,CI,25
1381,2020-03-22,22,3,2020,3,0,Cote_dIvoire,CI,17
1382,2020-03-21,21,3,2020,5,0,Cote_dIvoire,CI,14
1383,2020-03-20,20,3,2020,3,0,Cote_dIvoire,CI,9
1384,2020-03-19,19,3,2020,1,0,Cote_dIvoire,CI,6
1385,2020-03-18,18,3,2020,0,0,Cote_dIvoire,CI,5
1386,2020-03-17,17,3,2020,1,0,Cote_dIvoire,CI,5
1387,2020-03-16,16,3,2020,0,0,Cote_dIvoire,CI,4
1388,2020-03-15,15,3,2020,3,0,Cote_dIvoire,CI,4
1389,2020-03-12,12,3,2020,1,0,Cote_dIvoire,CI,1
1390,2020-03-24,24,3,2020,71,0,Croatia,HR,306
1391,2020-03-23,23,3,2020,29,0,Croatia,HR,235
1392,2020-03-22,22,3,2020,80,0,Croatia,HR,206
1393,2020-03-21,21,3,2020,22,0,Croatia,HR,126
1394,2020-03-20,20,3,2020,23,0,Croatia,HR,104
1395,2020-03-19,19,3,2020,12,0,Croatia,HR,81
1396,2020-03-18,18,3,2020,13,0,Croatia,HR,69
1397,2020-03-17,17,3,2020,8,0,Croatia,HR,56
1398,2020-03-16,16,3,2020,11,0,Croatia,HR,48
1399,2020-03-15,15,3,2020,6,0,Croatia,HR,37
1400,2020-03-14,14,3,2020,6,0,Croatia,HR,31
1401,2020-03-13,13,3,2020,9,0,Croatia,HR,25
1402,2020-03-12,12,3,2020,3,0,Croatia,HR,16
1403,2020-03-11,11,3,2020,1,0,Croatia,HR,13
1404,2020-03-08,8,3,2020,1,0,Croatia,HR,12
1405,2020-03-07,7,3,2020,1,0,Croatia,HR,11
1406,2020-03-06,6,3,2020,1,0,Croatia,HR,10
1407,2020-03-04,4,3,2020,1,0,Croatia,HR,9
1408,2020-03-03,3,3,2020,1,0,Croatia,HR,8
1409,2020-03-02,2,3,2020,2,0,Croatia,HR,7
1410,2020-03-01,1,3,2020,0,0,Croatia,HR,5
1411,2020-02-29,29,2,2020,2,0,Croatia,HR,5
1412,2020-02-28,28,2,2020,1,0,Croatia,HR,3
1413,2020-02-27,27,2,2020,1,0,Croatia,HR,2
1414,2020-02-26,26,2,2020,1,0,Croatia,HR,1
1415,2020-02-25,25,2,2020,0,0,Croatia,HR,0
1416,2020-02-24,24,2,2020,0,0,Croatia,HR,0
1417,2020-02-23,23,2,2020,0,0,Croatia,HR,0
1418,2020-02-22,22,2,2020,0,0,Croatia,HR,0
1419,2020-02-21,21,2,2020,0,0,Croatia,HR,0
1420,2020-02-20,20,2,2020,0,0,Croatia,HR,0
1421,2020-02-19,19,2,2020,0,0,Croatia,HR,0
1422,2020-02-18,18,2,2020,0,0,Croatia,HR,0
1423,2020-02-17,17,2,2020,0,0,Croatia,HR,0
1424,2020-02-16,16,2,2020,0,0,Croatia,HR,0
1425,2020-02-15,15,2,2020,0,0,Croatia,HR,0
1426,2020-02-14,14,2,2020,0,0,Croatia,HR,0
1427,2020-02-13,13,2,2020,0,0,Croatia,HR,0
1428,2020-02-12,12,2,2020,0,0,Croatia,HR,0
1429,2020-02-11,11,2,2020,0,0,Croatia,HR,0
1430,2020-02-10,10,2,2020,0,0,Croatia,HR,0
1431,2020-02-09,9,2,2020,0,0,Croatia,HR,0
1432,2020-02-08,8,2,2020,0,0,Croatia,HR,0
1433,2020-02-07,7,2,2020,0,0,Croatia,HR,0
1434,2020-02-06,6,2,2020,0,0,Croatia,HR,0
1435,2020-02-05,5,2,2020,0,0,Croatia,HR,0
1436,2020-02-04,4,2,2020,0,0,Croatia,HR,0
1437,2020-02-03,3,2,2020,0,0,Croatia,HR,0
1438,2020-02-02,2,2,2020,0,0,Croatia,HR,0
1439,2020-02-01,1,2,2020,0,0,Croatia,HR,0
1440,2020-01-31,31,1,2020,0,0,Croatia,HR,0
1441,2020-01-30,30,1,2020,0,0,Croatia,HR,0
1442,2020-01-29,29,1,2020,0,0,Croatia,HR,0
1443,2020-01-28,28,1,2020,0,0,Croatia,HR,0
1444,2020-01-27,27,1,2020,0,0,Croatia,HR,0
1445,2020-01-26,26,1,2020,0,0,Croatia,HR,0
1446,2020-01-25,25,1,2020,0,0,Croatia,HR,0
1447,2020-01-24,24,1,2020,0,0,Croatia,HR,0
1448,2020-01-23,23,1,2020,0,0,Croatia,HR,0
1449,2020-01-22,22,1,2020,0,0,Croatia,HR,0
1450,2020-01-21,21,1,2020,0,0,Croatia,HR,0
1451,2020-01-20,20,1,2020,0,0,Croatia,HR,0
1452,2020-01-19,19,1,2020,0,0,Croatia,HR,0
1453,2020-01-18,18,1,2020,0,0,Croatia,HR,0
1454,2020-01-17,17,1,2020,0,0,Croatia,HR,0
1455,2020-01-16,16,1,2020,0,0,Croatia,HR,0
1456,2020-01-15,15,1,2020,0,0,Croatia,HR,0
1457,2020-01-14,14,1,2020,0,0,Croatia,HR,0
1458,2020-01-13,13,1,2020,0,0,Croatia,HR,0
1459,2020-01-12,12,1,2020,0,0,Croatia,HR,0
1460,2020-01-11,11,1,2020,0,0,Croatia,HR,0
1461,2020-01-10,10,1,2020,0,0,Croatia,HR,0
1462,2020-01-09,9,1,2020,0,0,Croatia,HR,0
1463,2020-01-08,8,1,2020,0,0,Croatia,HR,0
1464,2020-01-07,7,1,2020,0,0,Croatia,HR,0
1465,2020-01-06,6,1,2020,0,0,Croatia,HR,0
1466,2020-01-05,5,1,2020,0,0,Croatia,HR,0
1467,2020-01-04,4,1,2020,0,0,Croatia,HR,0
1468,2020-01-03,3,1,2020,0,0,Croatia,HR,0
1469,2020-01-02,2,1,2020,0,0,Croatia,HR,0
1470,2020-01-01,1,1,2020,0,0,Croatia,HR,0
1471,2019-12-31,31,12,2019,0,0,Croatia,HR,0
1472,2020-03-24,24,3,2020,5,0,Cuba,CU,40
1473,2020-03-23,23,3,2020,10,0,Cuba,CU,35
1474,2020-03-22,22,3,2020,4,0,Cuba,CU,25
1475,2020-03-21,21,3,2020,5,0,Cuba,CU,21
1476,2020-03-20,20,3,2020,5,0,Cuba,CU,16
1477,2020-03-19,19,3,2020,4,1,Cuba,CU,11
